Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
FORTUNE,@FortuneMagazine,2024-06-26T18:49:01.000Z,True,Ethereum ETFs are coming. Can they revive tepid crypto markets?,0,0,0,213,[],[],[],https://pbs.twimg.com/profile_images/1754630276116811776/N3_onOyu_normal.jpg,https://x.com/FortuneMagazine/status/1806036964807733640,1806036964807733640
Luke Zaleski,@ZaleskiLuke,2024-06-26T12:59:34.000Z,True,There is no deep state. Trump lost. Vaccines work. Elon is a rightwing oligarch. Taxes help pay for things we all need and use as a society. Politicians lie. Trump lies more than any other US politician. His Big Lie is the basis for the insurrection. Trump incited the j6 attack.,100,668,1600,12406,[],[],[],https://pbs.twimg.com/profile_images/688184425914347520/sBSWiTtk_normal.jpg,https://x.com/ZaleskiLuke/status/1805949020361150921,1805949020361150921
Massimo,@Rainmaker1973,2024-06-26T18:50:38.000Z,True,"The terminator is a moving line that divides the daylit side and the dark night side of a planetary body.

When you're along it at sea, the absence of orographic features facilitates this

[ SeaChefGarry]",2,1,4,308,[],[],['\\U0001f4f9'],https://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_normal.jpg,https://x.com/Rainmaker1973/status/1806037372980646213,1806037372980646213
Manny's Millennial Mouth,@MannyMillenialM,2024-06-26T11:25:11.000Z,False,"The smoke for Kenya Moore is really selective because where was this energy Claudia Jordan exposing Jennifer Williams' nude pictures?

If it wasn't a big deal then, why is it a big deal now???#RHOA",60,90,380,45375,['#RHOA'],[],[],https://pbs.twimg.com/profile_images/1486414304379383817/_33wWzHj_normal.jpg,https://x.com/MannyMillenialM/status/1805925272044097919,1805925272044097919
Forbes,@Forbes,2024-06-26T18:50:03.000Z,True,This Shark Tank Winner Has A $1 Billion Plan To Replace Toilet Paper,1,1,1,1172,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1806037223952744759,1806037223952744759
Falak Javaid Khan,@falakjavaidkhan,2024-06-26T14:18:52.000Z,True,"خبر ہے کل عمران خان کی رہائی کے بعد ان کو دوبارہ گرفتار کرنے کیلئے DC Rawalpindi حسن وقار چیمہ خفیہ طریقے سے MPO 3 کا آرڈر جاری کرنے جارہے ہیں۔۔۔

وکلاء ٹیم پہلے سے ہی تیاری رکھے۔۔۔!!!",75,4074,9721,40103,[],[],[],https://pbs.twimg.com/profile_images/1785703045692837888/QkZ8JtrB_normal.jpg,https://x.com/falakjavaidkhan/status/1805968976821752234,1805968976821752234
Pop Base,@PopBase,2024-06-26T10:21:07.000Z,True,Beyoncé and Jay-Z in new selfie.,193,845,15363,333637,[],[],[],https://pbs.twimg.com/profile_images/1268086791443230737/BRGz4AiW_normal.jpg,https://x.com/PopBase/status/1805909148032520661,1805909148032520661
Harmeet Singh,@HarmeetSinghPk,2024-06-26T14:23:08.000Z,True,"رات کے ماتھے پر لکھا ہے، رات ڈھلے گی!

ہمارے لئے کھڑے رہنے کا شکریہ عمران ریاض، احمد فرہاد! ",89,2305,9683,44312,[],"['@AhmadFarhadReal', '@ImranRiazKhan']",[],https://pbs.twimg.com/profile_images/1744298092017373184/s4PHubll_normal.jpg,https://x.com/HarmeetSinghPk/status/1805970051989655940,1805970051989655940
Bruce ♎︎,@BruceRockwells,2024-06-26T14:48:42.000Z,True,me convincing random people to give me a cig at the club,8,505,5324,121636,[],[],[],https://pbs.twimg.com/profile_images/1762617199188221952/ehcbaqYj_normal.jpg,https://x.com/BruceRockwells/status/1805976486350041597,1805976486350041597
Maggie-Mae BidenBoom,@Sbh08Mae,2024-06-26T18:49:25.000Z,True,"#ProudBlue #DemsUnited #wtpBLUE #wtpGOTV24 #Allied4Dems #NJ07, let’s be honest, electing Kean in 2022 didn't work for us- He didn't have the qualities, beliefs, and decency to lead in this moment of history 

The people have chosen Sue Altman to defeat Kean - She has the",0,4,2,25,"['#ProudBlue', '#DemsUnited', '#wtpBLUE', '#wtpGOTV24', '#Allied4Dems', '#NJ07']",[],[],https://pbs.twimg.com/profile_images/1453387226277109766/vhLIsjR5_normal.jpg,https://x.com/Sbh08Mae/status/1806037065240567949,1806037065240567949
Robert Reich,@RBReich,2024-06-26T18:01:04.000Z,False,"Florida has opted out of a federal grocery subsidy for low-income children.

Now 2.1 million kids in Florida will go without the benefits of the summer program.

Florida was one of 13 states to opt out — all led by Republican governors.

The cruelty of the GOP is on full display.",109,1202,2212,44826,[],[],[],https://pbs.twimg.com/profile_images/1805606691876069376/dDmctZ1X_normal.jpg,https://x.com/RBReich/status/1806024896352325811,1806024896352325811
Olivia of Troye,@OliviaTroye,2024-06-26T17:30:29.000Z,True,"Lots of ongoing spin coming from the Trump camp in prep for the Presidential Debate with Biden. Having worked with these people, here's the bottom line: Donald Trump & his crew are running scared. The bravado is cover-up for their fear.",73,661,2453,25664,[],[],[],https://pbs.twimg.com/profile_images/1778983399773888512/34YW01aU_normal.jpg,https://x.com/OliviaTroye/status/1806017198965621050,1806017198965621050
Ron Filipkowski,@RonFilipkowski,2024-06-26T18:52:06.000Z,True,We show step by step using Trump’s own words how he meets all the classic criteria for dementia.,2,17,37,374,[],[],[],https://pbs.twimg.com/profile_images/1725261690265014272/OlNuF9To_normal.jpg,https://x.com/RonFilipkowski/status/1806037739646730486,1806037739646730486
helkum,@he1kumwya,2024-06-25T17:42:48.000Z,False,bro got his priorities straight,173,4072,36925,1388001,[],[],[],https://pbs.twimg.com/profile_images/1731838521248239616/fen_8ko1_normal.jpg,https://x.com/he1kumwya/status/1805657911882137915,1805657911882137915
BlueCrone =,@blue_crone,2024-06-26T18:39:56.000Z,False,What. The. Hell. These people are insane.#ProudBlue,0,2,2,11,['#ProudBlue'],[],[],https://pbs.twimg.com/profile_images/1776023920711217152/p2p8DmyR_normal.jpg,https://x.com/blue_crone/status/1806034677305680003,1806034677305680003
blueman2 - music maestro,@bluertwo,2024-06-25T20:38:31.000Z,True,"Are you a lite sleeper, or could you sleep  through a hurricane ? lol ",200,20,136,4429,[],[],"['\\U0001f634', '\\U0001f300', '\\U0001f602']",https://pbs.twimg.com/profile_images/1716506817507827712/pFyEpxxg_normal.jpg,https://x.com/bluertwo/status/1805702134324662716,1805702134324662716
"(Jen) NoPorn, No Maga #VoteBlue",@jensdad4biden,2024-06-26T18:51:35.000Z,False,I slept through two hurricanes  haha . Living in Florida will do that too you ,0,0,0,2,[],[],"['\\U0001f300', '\\U0001f923', '\\U0001f923', '\\U0001f499']",https://pbs.twimg.com/profile_images/1594152619878014976/NxmqxJTG_normal.jpg,https://x.com/jensdad4biden/status/1806037610281734640,1806037610281734640
BlueCrone =,@blue_crone,2024-06-26T18:47:38.000Z,True,This is amazing!! I hope every servicemember affected by malicious policies like this are compensated for serving a country that didn't serve them.#ProudBlue #LoveWins,0,1,1,20,"['#ProudBlue', '#LoveWins']",[],[],https://pbs.twimg.com/profile_images/1776023920711217152/p2p8DmyR_normal.jpg,https://x.com/blue_crone/status/1806036614168068307,1806036614168068307
S꙰U꙰Z꙰Y꙰Q꙰,@Suzyqfit4u,2024-06-26T18:21:57.000Z,True,"Great Resisters! Love Lady Gaga on our team!   
@keith____s    ",9,15,21,550,[],"['@ClairejJb', '@red_rexeh', '@jbm32753', '@Suzyqfit4u', '@srh_medco', '@ParkiPappy', '', '', '', '', '', '', '', '']","['\\U0001f499', '\\U0001f6ab']",https://pbs.twimg.com/profile_images/1442766684792758272/rGpmwXnF_normal.jpg,https://x.com/Suzyqfit4u/status/1806030154713469312,1806030154713469312
Sweet Souli democrat & feelin' groovy!,@GroovyChic1960s,2024-06-25T10:38:02.000Z,False,"http://kaine.senate.govHey Virginia, re-elect 
Tim Kaine for US Senate!
Vets
Energy
Economy
Education
Civil rights
Gun safety
Agriculture
Immigration
Environment
SS Medicare
Infrastructure
Reproductive rights
Healthcare care for all",1,29,27,560,"['', '']",['@SenTimKaine'],"['\\U0001f449', '\\U0001f449']",https://pbs.twimg.com/profile_images/1714255002498224129/V5SJvYyq_normal.jpg,https://x.com/GroovyChic1960s/status/1805551015367733292,1805551015367733292
Tambrei Cash for GA-9,@cash4ga,2024-06-26T18:17:48.000Z,True,"Andrew Clyde is celebrating taking away women’s right to privacy & bodily autonomy.

Celebrating women bleeding out in parking lots.

Celebrating children being forced to carry their rapists’ babies.

Vote him outhttp://cash4ga.com",4,47,45,596,[],[],[],https://pbs.twimg.com/profile_images/1735420366065958912/ivKWTH6O_normal.jpg,https://x.com/cash4ga/status/1806029109664817243,1806029109664817243
Dr. Jane George,@JaneGeorgeTN,2024-06-26T16:15:44.000Z,True,"When you vote for me, you vote for a candidate who will work towards a solution that’s in YOUR best interest. Thank you, Heather, for sharing your support!",0,43,58,784,[],[],[],https://pbs.twimg.com/profile_images/1797009514614427651/M9mMHTtg_normal.jpg,https://x.com/JaneGeorgeTN/status/1805998389638676793,1805998389638676793
Buitengebieden,@buitengebieden,2024-06-26T06:35:36.000Z,True,"20 seconds, 13 dogs.. ",165,1561,14514,467200,[],[],['\\U0001f44c'],https://pbs.twimg.com/profile_images/1130022182971760640/FlbICzEn_normal.jpg,https://x.com/buitengebieden/status/1805852394946712055,1805852394946712055
Acyn,@Acyn,2024-06-25T20:01:24.000Z,True,"Kyle Sweetser voted for Trump twice. He now says Trump is unhinged, thinks the MAGA movement should be destroyed, and is voting for President Joe Biden.",412,2348,7087,433136,[],[],[],https://pbs.twimg.com/profile_images/1332231334761119745/wMzlpuHi_normal.jpg,https://x.com/Acyn/status/1805692792267751746,1805692792267751746
Western Lensman,@WesternLensman,2024-06-26T01:25:45.000Z,True,Hard to believe this rally crowd didn’t propel Jamaal Bowman to victory,492,558,4750,226534,[],[],[],https://pbs.twimg.com/profile_images/1744453002168045569/Q9ZomyTL_normal.jpg,https://x.com/WesternLensman/status/1805774416409690478,1805774416409690478
Volodymyr Zelenskyy / Володимир Зеленський,@ZelenskyyUa,2024-06-26T08:21:42.000Z,True,"I visited the Donetsk region together with our warriors, Commander-in-Chief Syrskyi, and the new Commander of the Joint Forces, General Hnatov. Today, I officially introduced him to all those responsible for defense in the Donetsk region and received reports directly from",527,2030,11317,255036,[],[],[],https://pbs.twimg.com/profile_images/1585550046740848642/OpGKpqx9_normal.jpg,https://x.com/ZelenskyyUa/status/1805879095516930320,1805879095516930320
Biden’s Wins,@BidensWins,2024-06-24T22:29:30.000Z,True,"BREAKING: In a stunning announcement, Chief Executive Leadership Institute CEO Jeffrey Sonnenfeld says there will not be one Fortune 500 CEO supporting Donald Trump. This is wholly unprecedented. Retweet so all Americans see this shocking news.",2009,20526,43676,3354030,[],[],[],https://pbs.twimg.com/profile_images/1565001204752580615/xDAk2S8J_normal.jpg,https://x.com/BidensWins/status/1805367674446184931,1805367674446184931
台灣政經觀察員,@twsunflower1450,2024-06-25T17:05:34.000Z,False,阿伯：韓國瑜都可以罷免了，基隆市謝國樑還罷不下來嗎？他哪有政策，轉運站那個也都是林右昌做的，你有做什麼人家都知道的。#阿伯超讚說得好,37,428,1978,42733,['#阿伯超讚說得好'],[],[],https://pbs.twimg.com/profile_images/1794641879965036544/Wo0n9o75_normal.jpg,https://x.com/twsunflower1450/status/1805648543891472476,1805648543891472476
Joe Biden,@JoeBiden,2024-06-25T12:00:40.000Z,True,"Here’s the difference: Donald Trump is only out for himself.

I’m fighting for your family. Watch our new ad.",6285,7671,20832,1223738,[],[],[],https://pbs.twimg.com/profile_images/1308769664240160770/AfgzWVE7_normal.jpg,https://x.com/JoeBiden/status/1805571810714345799,1805571810714345799
王局志安,@wangzhian8848,2024-06-26T11:54:53.000Z,True,今晚话题：复旦台湾生毕业典礼打错人，这背后的特权和统战的逻辑是什么？｜统战｜台湾｜复旦大学｜毕业典礼｜打人｜法学院｜北京大学｜港澳台学生｜特权｜王局拍案2... https://youtu.be/15DQtnRpdQg?si=67-Fu3X9wjBZSbq7… 来自 ,26,6,60,36792,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/1527433965824802816/PgXCsVL6_normal.jpg,https://x.com/wangzhian8848/status/1805932742326272429,1805932742326272429
徐晓冬 北京格斗狂人,@Xuxiaodong3,2024-06-26T18:33:39.000Z,False,所有喜欢我的，讨厌我的，只要是人又人性的，请好好查查这个畜生！它在北京，我要当面骂这个畜生！,14,1,22,1634,[],[],[],https://pbs.twimg.com/profile_images/1145934103428026369/ROVwf2E6_normal.jpg,https://x.com/Xuxiaodong3/status/1806033098251092047,1806033098251092047
多伦多方脸,@torontobigface,2024-06-26T02:38:33.000Z,True,"中国日报
民调：多数美国年轻人慨叹经济环境差，养家变得更加困难世界都在崩溃，风景中国独好",109,32,678,177421,[],[],['\\U0001f601'],https://pbs.twimg.com/profile_images/1581508796845019137/iNF3fAIe_normal.jpg,https://x.com/torontobigface/status/1805792738106822829,1805792738106822829
Secretary Antony Blinken,@SecBlinken,2024-06-25T20:05:46.000Z,True,"In America, we encourage people to take big risks and to solve big challenges. There is no better place in the world to invest in the United States and no better time to do it than right now. I reiterated this today during the  Investment summit.",710,397,1274,113815,[],['@SelectUSA'],[],https://pbs.twimg.com/profile_images/1363277550928158722/LzlIxuhQ_normal.jpg,https://x.com/SecBlinken/status/1805693891191975990,1805693891191975990
GMMTV,@GMMTV,2024-06-26T14:02:46.000Z,True,ไม่ว่าจะเล่นแบบไหนก็เป็นเพลงรัก ตามไปดูได้ใน Uncut บน iQIYI!#WeAreSeriesEP13  ,7,912,1276,16294,['#WeAreSeriesEP13'],"['@winny_thanawin', '@satangktp']","['\\u2764\\ufe0f', '\\U0001f3b8']",https://pbs.twimg.com/profile_images/1678997516577288192/GBroiMqQ_normal.jpg,https://x.com/GMMTV/status/1805964927506747809,1805964927506747809
Carity,@AdamCarity,2024-06-26T17:17:12.000Z,True,Summertime in AZ,0,1,6,913,[],[],[],https://pbs.twimg.com/profile_images/1695237113145692166/qUs-WrKX_normal.jpg,https://x.com/AdamCarity/status/1806013856378245329,1806013856378245329
高伐林,@GaoFalin,2024-06-26T18:40:44.000Z,False,和两周前捅美国人事件之后的中国官宣一样，苏州日本母子被杀伤，官宣没有慰问伤者，没有谴责暴行，没有对在中国国土上发生这样的事件表示道歉，甚至对保护校车上更多孩子的中国重伤女英雄都直接忽略，不公布姓名，只强调“世界上任何国家都可能发生的”这样的“偶发事件”——让世界怎么看你中国的形象？,1,1,1,312,[],[],[],https://pbs.twimg.com/profile_images/921451106479116288/dpoFHWxa_normal.jpg,https://x.com/GaoFalin/status/1806034880297619946,1806034880297619946
The Photographers' Gallery,@TPGallery,2024-06-26T17:02:00.000Z,False,"Don't miss the book launch of Diana Matar's new photographic book, My America tomorrow evening! ⁠
⁠
Diana will be in conversation with the writer, curator and editor Max Houghton, and will be signing copies of her book!⁠
⁠
Starts 18:30 ⁠- book nowhttps://thephotographersgallery.org.uk/whats-on/book-launch-talk-signing-diana-matar-my-america…",0,3,5,562,[],[],[],https://pbs.twimg.com/profile_images/1197554474434400256/6AHyeSXy_normal.jpg,https://x.com/TPGallery/status/1806010030958800970,1806010030958800970
Digital Camera World,@DigitalCameraW,2024-06-26T18:42:05.000Z,True,Baby stars transforming a nebula nursery captured by NASA's Hubble Telescope https://trib.al/w7tS2Wf,0,0,0,203,[],[],[],https://pbs.twimg.com/profile_images/899955737782358016/IRvxvGnT_normal.jpg,https://x.com/DigitalCameraW/status/1806035220983882150,1806035220983882150
Barron's,@barronsonline,2024-06-26T18:39:39.000Z,True,http://Amazon.com hit a $2 billion market cap on Wednesday.,2,1,1,1031,[],[],[],https://pbs.twimg.com/profile_images/1400867183333412864/LO1NDNpM_normal.jpg,https://x.com/barronsonline/status/1806034609001345346,1806034609001345346
Bloomberg Live,@BloombergLive,2024-06-26T18:39:12.000Z,True,"On the future of the PGA Tour, ""[We] know what the hurdles are, including some regulatory ones. But it really should happen, so I think it will."" 's  tells  at #BloombergInvest",1,5,3,12338,['#BloombergInvest'],"['@CrescentCap', '@markLattanasio', '@jasonkellynews']",[],https://pbs.twimg.com/profile_images/1631758269596221444/kPJ1XOwu_normal.jpg,https://x.com/BloombergLive/status/1806034495721603085,1806034495721603085
Bloomberg Economics,@economics,2024-06-26T18:46:06.000Z,True,European Stocks Decline as Bond Yields Rise on Rates Uncertainty,0,0,0,790,[],[],[],https://pbs.twimg.com/profile_images/1631744875346493465/vMT_bQcA_normal.jpg,https://x.com/economics/status/1806036229365932083,1806036229365932083
Yahoo Finance,@YahooFinance,2024-06-26T18:41:28.000Z,True,Why rising avocado prices won't be a big deal for Chipotle https://yahoo.trib.al/QMigMYe by ,3,1,3,2807,[],['@BrookeDiPalma'],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1806035064393793806,1806035064393793806
The Economist,@TheEconomist,2024-06-26T18:37:04.000Z,True,On “The Intelligence”  attends a game featuring the Savannah Bananas—a goofy exhibition-baseball team that has serious lessons for the major leagues https://econ.st/3XEy4Gz,2,1,7,20581,[],['@arynbraun'],[],https://pbs.twimg.com/profile_images/879361767914262528/HdRauDM-_normal.jpg,https://x.com/TheEconomist/status/1806033957584073171,1806033957584073171
The Hill,@thehill,2024-06-26T18:46:04.000Z,True,"Israeli Prime Minister Benjamin Netanyahu lauded Senator John Fetterman during a visit to the country.

“We’ve been through dark times...During that time, I can say that Israel has had no better friend than Sen. John Fetterman,” Netanyahu said.",1,1,0,2479,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1806036223011504469,1806036223011504469
The Associated Press,@AP,2024-06-26T18:45:05.000Z,True,"Hawks set to make No. 1 pick in the NBA draft, and this year there is mystery about who it will be",1,4,8,16799,[],[],[],https://pbs.twimg.com/profile_images/1736863672029310976/gzIskvxa_normal.jpg,https://x.com/AP/status/1806035973983101396,1806035973983101396
Daily Mail Online,@MailOnline,2024-06-26T18:42:04.000Z,True,Failures 'across multiple agencies' contributed to the death of murdered law graduate Zara Aleena https://trib.al/pUAb4zn,1,2,1,2241,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806035214952476919,1806035214952476919
John Knopf,@JohnKnopfPhotos,2024-06-26T16:09:30.000Z,True,,1,3,14,1084,[],[],[],https://pbs.twimg.com/profile_images/1729257149983821824/TDz-iSow_normal.jpg,https://x.com/JohnKnopfPhotos/status/1805996821262766137,1805996821262766137
Klara Charmwood NIJISANJI EN,@KlaraCharmwood,2024-06-26T17:00:56.000Z,True,I can drive I just don't have a license.#にじGTA #Klaracast,11,126,647,8148,"['#にじGTA', '#Klaracast']",[],[],https://pbs.twimg.com/profile_images/1792685753711091712/0whec9FI_normal.png,https://x.com/KlaraCharmwood/status/1806009762649460969,1806009762649460969
Ryoma Barrenwort NIJISANJI EN,@RyomaBarrenwort,2024-06-26T18:47:48.000Z,True,Don’t let your insurance see this video,0,0,33,196,[],[],[],https://pbs.twimg.com/profile_images/1803243773868253187/gQaSmVk0_normal.jpg,https://x.com/RyomaBarrenwort/status/1806036657772384720,1806036657772384720
Fox News,@FoxNews,2024-06-26T18:51:02.000Z,True,Lakers' JJ Redick fires back at claim he used N-word toward woman,1,0,1,62,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1806037471269937661,1806037471269937661
MarketWatch,@MarketWatch,2024-06-26T18:50:54.000Z,True,Interactive Brokers accepts $48 million loss tied to NYSE glitch,2,0,0,375,[],[],[],https://pbs.twimg.com/profile_images/705601245596090368/Z6xUOnRg_normal.jpg,https://x.com/MarketWatch/status/1806037436771737888,1806037436771737888
Forbes,@Forbes,2024-06-26T18:50:03.000Z,True,This Shark Tank Winner Has A $1 Billion Plan To Replace Toilet Paper,1,1,1,1172,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1806037223952744759,1806037223952744759
Daily Mail Online,@MailOnline,2024-06-26T18:48:58.000Z,True,"Security guard 'who plotted to kidnap, rape and kill' Holly Willoughby said after Philip Schofield left This Morning 'I'm so tempted to message Phil and say to him ""Look do you wanna get payback?""' as chloroform is shown to jury https://trib.al/pMYLGf8",2,0,0,701,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806036953009139776,1806036953009139776
Jay Yates,@lazydjay,2024-06-26T08:44:23.000Z,False,国內突然风平浪静了，再也没有人叫嚣武统台湾了，这真的归功于美利坚合众国！,40,2,124,10308,[],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1476273488432410630/6qXpPPdQ_normal.jpg,https://x.com/lazydjay/status/1805884803184492677,1805884803184492677
李幺傻,@liyaosha,2024-06-26T16:35:31.000Z,True,哈哈哈哈，让暴风雨来得更猛烈些吧——高尔基,19,11,103,6661,[],[],[],https://pbs.twimg.com/profile_images/1550358110199377921/ligC_MjX_normal.jpg,https://x.com/liyaosha/status/1806003368311275767,1806003368311275767
谷风,@zheng850349,2024-06-26T12:05:44.000Z,False,习近平大势已去，枪杆子與刀把子能否讓他苟且残喘就看天意了。,9,25,97,9044,[],[],[],https://pbs.twimg.com/profile_images/1647221300115701760/UfUfVAFi_normal.jpg,https://x.com/zheng850349/status/1805935474802069873,1805935474802069873
Kae galeia studio,@KaeVeo,2024-06-25T23:25:33.000Z,False,forgot to mention that i had someone come up to me at a con because they recognized a print of my vtuber character because of this specific tweet last year — don’t underestimate the power and recognition of your character’s design!!,1,0,41,1142,[],[],[],https://pbs.twimg.com/profile_images/1557932979166408704/v5-UFgQQ_normal.jpg,https://x.com/KaeVeo/status/1805744167659966882,1805744167659966882
Twisty Amanozako NIJISANJI EN,@TwistyAmanozako,2024-06-26T06:27:54.000Z,False,i want to keep both ,9,326,2837,62436,[],[],"['\\U0001f97a', '\\U0001f97a', '\\U0001f97a']",https://pbs.twimg.com/profile_images/1792706400814354432/mpDmElvS_normal.png,https://x.com/TwistyAmanozako/status/1805850455836443101,1805850455836443101
meow,@weremeow,2024-06-26T14:53:31.000Z,True,"Doing a PPP memecoin experiment that might or might not involve airdrops.

To be part of it, QT this w your address (or just RT & reply)

To kick it off, here’s mine:

AS3yMXa5yPRFeLgsdQkFR1KxBowExSY1JUzRGZj8iAMu

If we get enough real participants, the experiment will proceed ",154481,120397,83970,1242000,[],[],['\\U0001f431'],https://pbs.twimg.com/profile_images/1714205175815307264/-Uq7WveP_normal.jpg,https://x.com/weremeow/status/1805977697404776874,1805977697404776874
IVE OFFICIAL,@IVEstarship,2024-06-26T14:00:33.000Z,True,[IVE LOG] 조각 조각 브이로그 in USA #2https://youtu.be/YOgZKaxz2MU#IVE #아이브 #IVE_LOG,13,1113,3769,70773,"['#IVE', '#아이브', '#IVE_LOG']",[],['\\U0001f3a5'],https://pbs.twimg.com/profile_images/1781684293422710784/JzRcxuKv_normal.jpg,https://x.com/IVEstarship/status/1805964371291672702,1805964371291672702
NCT 127,@NCTsmtown_127,2024-06-26T15:00:01.000Z,True,"On The Beat: Podcast Part. 1

 【WALK - The 6th Album】
➫ 2024.07.15 6PM (KST) Pre-Save & Addhttps://NCT127.lnk.to/presave#NCT127 #WALK #NCT127_WALK#삐그덕 #NCT127_삐그덕",724,22789,29482,702049,"['#NCT127', '#WALK', '#NCT127_WALK', '#삐그덕', '#NCT127_삐그덕', '']",[],['\\U0001f4bf'],https://pbs.twimg.com/profile_images/1804892168378875904/9Tyy_KZU_normal.jpg,https://x.com/NCTsmtown_127/status/1805979334588682499,1805979334588682499
iHeartRadio,@iHeartRadio,2024-06-26T14:15:00.000Z,True,"Still can't get over this interview with ... the only virtual artists to perform at #weverseconfestival!

You can listen to their full conversation with  this Sunday at 9pm ET only on iHeartRadio! #PLAVE 

Save this station: https://ihr.fm/KIISFMx",14,2859,2698,94813,"['#weverseconfestival', '#PLAVE']","['@plave_official', '@JoJoWright']",[],https://pbs.twimg.com/profile_images/1786028552221044736/jRTHrCNV_normal.jpg,https://x.com/iHeartRadio/status/1805968004808888603,1805968004808888603
mossa,@mossacannibalis,2024-06-26T14:05:43.000Z,True,,39,668,12470,202441,[],[],[],https://pbs.twimg.com/profile_images/1526186560294879232/ik-bxlkp_normal.jpg,https://x.com/mossacannibalis/status/1805965669839909366,1805965669839909366
Punch Cat,@PunchingCat,2024-06-26T05:30:09.000Z,True,paw & order,64,3284,36888,812914,[],[],[],https://pbs.twimg.com/profile_images/2325480844/xhvchlbttups6wv8u95y_normal.gif,https://x.com/PunchingCat/status/1805835924934476245,1805835924934476245
뉴스타파(Newstapa)-KCIJ,@newstapa,2024-06-26T08:13:24.000Z,True,"이명박 정부의 4대강 사업으로 우리 강 곳곳에는 물길을 막는 보가 들어섰습니다. 흐르던 강이 막히자 수질이 악화되고 녹조가 창궐했습니다. 이후 문재인 정부에서는 일부 보를 해체하고 강을 원래 모습으로 되돌리고자 했습니다. 

그런데 윤석열 정부는 전임 정부의 정책을 폐기하고, 4대강 보를",0,219,163,7014,[],[],[],https://pbs.twimg.com/profile_images/1378947035726893056/cdDdvtf7_normal.jpg,https://x.com/newstapa/status/1805877004350505361,1805877004350505361
TWS,@TWS_PLEDIS,2024-06-26T12:50:00.000Z,True,240628 KBS2 뮤직뱅크 사전녹화 참여 신청 안내https://weverse.io/tws/notice/20560…#TWS #투어스 #247WithUs#SUMMER_BEAT,32,306,1411,33243,"['#TWS', '#투어스', '#247WithUs', '#SUMMER_BEAT']",[],[],https://pbs.twimg.com/profile_images/1794746578840031232/6LECV13t_normal.jpg,https://x.com/TWS_PLEDIS/status/1805946613963342074,1805946613963342074
カオミン 作品集『幻影の少女』発売中,@kaoming775,2024-06-26T12:36:37.000Z,True,#これでフォロワーさん増えました白雪巴さん,21,2313,23768,575979,['#これでフォロワーさん増えました'],[],[],https://pbs.twimg.com/profile_images/1531930952402087936/h-bkS1wZ_normal.jpg,https://x.com/kaoming775/status/1805943246339903629,1805943246339903629
햄깅,@hemging,2024-06-26T14:04:06.000Z,True,,0,2341,1839,124738,[],[],[],https://pbs.twimg.com/profile_images/1509866903879450628/VekGsFUf_normal.jpg,https://x.com/hemging/status/1805965261708853623,1805965261708853623
NCT WISH,@nctwishofficial,2024-06-26T13:40:40.000Z,True,chillvibe#RIKU #JAEHEE  #리쿠 #재희 #リク #ジェヒ#NCTWISH #Songbird#NCTWISH_Songbird,67,5528,10562,286658,"['#RIKU', '#JAEHEE', '#리쿠', '#재희', '#リク', '#ジェヒ', '#NCTWISH', '#Songbird', '#NCTWISH_Songbird']",[],[],https://pbs.twimg.com/profile_images/1799818741041225729/8N63o5DP_normal.jpg,https://x.com/nctwishofficial/status/1805959366513946747,1805959366513946747
북극솜,@polarsom,2024-06-26T07:55:41.000Z,False,발네개띵띵띵띵있는개야,0,520,863,28807,[],[],[],https://pbs.twimg.com/profile_images/1209406100233043968/kfKqFnui_normal.jpg,https://x.com/polarsom/status/1805872549278232918,1805872549278232918
ZEROBASEONE,@ZB1_official,2024-06-26T14:30:00.000Z,True,"ZEROBASEONE | 2nd Global Official Fanclub

RECORD.ZB1 추가 모집 D-2 ~ 2024.06.28 (금) 23:59 (KST) https://bit.ly/3Xftle2#ZEROBASEONE #ZB1 #ZEROSE#제로베이스원 #제로즈",91,2033,7207,124853,"['#ZEROBASEONE', '#ZB1', '#ZEROSE', '#제로베이스원', '#제로즈']",[],"['\\U0001f3d5', '\\U0001f339', '\\U0001f5d3', '\\U0001f517']",https://pbs.twimg.com/profile_images/1785685948073951232/_Q2gnetT_normal.jpg,https://x.com/ZB1_official/status/1805971780684644428,1805971780684644428
